Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFANDROID1-PRV-P-L3-SAMSUSM-A207F-8158-0F7C03AB9605A455B0A1F7484A0DFD07739602B8A13DE27B663971A2D5B320000,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2402:3a80:8ba:f74d:607c:c98d:9e6c:755,Gujarat,2021-02-26T10:59:35.438Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),2401:4900:3678:136e:f15c:f063:5618:689d,Telangana,2021-02-26T06:45:03.793Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:3614:52af:2:1:49fa:4122,Gujarat,2021-02-26T06:28:18.741Z
NFAPPL-02-IPHONE12=1-E6A8FE71C6673D0E3FB6A7DA6AB2EED0FE6D2C4B95EE2B1A1DA1B03A1738C92D,IN,Apple iPhone 11,Apple iPhone 11,2401:4900:47f3:93c1:d502:91c8:5e76:c2ab,Uttar Pradesh,2021-02-25T17:53:23.203Z
NFAPPL-02-IPHONE12=1-E6A8FE71C6673D0E3FB6A7DA6AB2EED0FE6D2C4B95EE2B1A1DA1B03A1738C92D,IN,Apple iPhone 11,Apple iPhone 11,182.68.249.161,Haryana,2021-02-25T16:46:45.098Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,43.250.165.174,Gujarat,2021-02-25T15:14:38.279Z
NFANDROID2-PRV-ACTOTT-SKYWOACT4K1007-11189-92E605482AE96BBA93BBC8D2D37C6C530711C7F83A6135D2A3E5AC69A266B882,IN,ACT ACTOTT Set Top Box,ACT ACTOTT Set Top Box,183.83.38.13,Telangana,2021-02-25T11:14:34.794Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:3614:52af:2:1:49fa:4122,Gujarat,2021-02-25T10:33:25.527Z
NFANDROID2-PRV-ACTOTT-SKYWOACT4K1007-11189-92E605482AE96BBA93BBC8D2D37C6C530711C7F83A6135D2A3E5AC69A266B882,IN,ACT ACTOTT Set Top Box,ACT ACTOTT Set Top Box,183.83.38.1,Telangana,2021-02-25T06:50:06.228Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.251.215.182,Gujarat,2021-02-25T05:24:37.036Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:3614:52af:2:1:49fa:4122,Gujarat,2021-02-24T20:28:40.570Z
NFAPPL-02-IPHONE12=1-E6A8FE71C6673D0E3FB6A7DA6AB2EED0FE6D2C4B95EE2B1A1DA1B03A1738C92D,IN,Apple iPhone 11,Apple iPhone 11,182.68.249.161,Haryana,2021-02-24T17:05:43.153Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.251.215.182,Gujarat,2021-02-24T16:56:56.591Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.251.215.182,Gujarat,2021-02-24T14:14:08.635Z
NFAPPL-02-IPHONE10=1-6C0BAABB7A68B6577F2B099D546FD072612A08719232188F39EADB5F2BEE37B7,IN,Apple iPhone 8 (CDMA),Apple iPhone 8 (CDMA),182.68.249.161,Haryana,2021-02-24T09:56:50.004Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,43.250.158.1,Gujarat,2021-02-24T09:14:14.908Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:3614:52af:2:1:49fa:4122,Gujarat,2021-02-24T08:13:05.130Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.251.217.17,Gujarat,2021-02-24T01:55:14.603Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:3614:52af:2:1:49fa:4122,Gujarat,2021-02-24T00:49:01.849Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.251.217.17,Gujarat,2021-02-23T17:36:12.839Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.251.217.17,Gujarat,2021-02-23T11:16:29.185Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:1d76:f650:0:29:ba81:6f01,Maharashtra,2021-02-23T08:30:58.733Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.250.139.95,Gujarat,2021-02-23T06:25:07.447Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:1d3c:4283:0:29:b9e9:701,Maharashtra,2021-02-22T17:21:45.137Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,43.242.116.185,Gujarat,2021-02-22T16:23:30.386Z
NFANDROID1-PRV-P-L3-SAMSUSM-A207F-8158-0F7C03AB9605A455B0A1F7484A0DFD07739602B8A13DE27B663971A2D5B320000,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,43.242.116.185,Gujarat,2021-02-22T16:14:19.857Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:1d3c:4283:0:29:b9e9:701,Maharashtra,2021-02-22T13:12:05.729Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),2401:4900:b9f:42c7:39b0:5a62:25bc:6ee7,Delhi,2021-02-22T09:49:36.551Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.249.161,Haryana,2021-02-21T18:40:26.922Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),117.97.227.211,Uttar Pradesh,2021-02-21T18:23:08.313Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.249.161,Haryana,2021-02-21T16:04:10.040Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),117.97.227.211,Uttar Pradesh,2021-02-21T15:50:02.390Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:50a2:473:1:0:cc54:217b,Gujarat,2021-02-21T11:15:34.225Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.249.161,Haryana,2021-02-20T16:17:20.302Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),2401:4900:40f1:1e55:30f1:6790:cd14:1ad8,Delhi,2021-02-20T16:06:28.348Z
NFCDFF-LX-GK8LLJWYUX7QDVR125FTUDLU65UE97,IN,Netflix Linux Firefox Other,Netflix Linux Firefox Other,182.68.249.161,Haryana,2021-02-20T07:29:56.027Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:50a2:473:1:0:cc54:217b,Gujarat,2021-02-19T17:55:18.448Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:3610:e2e8:2:2:2224:d6cb,Gujarat,2021-02-19T10:55:13.181Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.249.161,Haryana,2021-02-19T10:15:47.887Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:3610:e2e8:2:2:2224:d6cb,Gujarat,2021-02-18T17:43:55.596Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),2401:4900:b83:5caa:2c46:6231:c3d0:251a,Delhi,2021-02-18T17:40:15.387Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.240.169.116,Gujarat,2021-02-18T13:29:51.730Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.249.161,Haryana,2021-02-18T12:23:23.764Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:3610:e2e8:2:2:2224:d6cb,Gujarat,2021-02-18T11:04:19.619Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),2401:4900:b83:5caa:4c74:76af:b15d:bf14,Delhi,2021-02-18T10:16:46.131Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.249.161,Haryana,2021-02-18T09:30:01.027Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:3610:e2e8:2:2:2224:d6cb,Gujarat,2021-02-17T18:04:28.850Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.240.169.116,Gujarat,2021-02-17T17:45:03.440Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.240.169.116,Gujarat,2021-02-17T11:10:31.432Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.249.161,Haryana,2021-02-16T21:04:41.495Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:3610:e2e8:2:2:2224:d6cb,Gujarat,2021-02-16T17:41:13.336Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.240.170.29,Gujarat,2021-02-16T17:11:06.343Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),2401:4900:2ee3:1911:439:43de:bb44:cd2b,Uttar Pradesh,2021-02-16T16:31:42.175Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:3610:e2e8:2:2:2224:d6cb,Gujarat,2021-02-16T09:34:29.969Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),223.225.0.53,Haryana,2021-02-16T08:23:25.892Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.249.161,Haryana,2021-02-16T08:17:36.823Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:361e:63c5:2:2:1fe8:1895,Gujarat,2021-02-15T19:38:14.190Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.240.170.29,Gujarat,2021-02-15T16:06:46.603Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:361e:63c5:2:2:1fe8:1895,Gujarat,2021-02-15T10:40:19.146Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:3613:af8:1:1:1fe1:1084,Gujarat,2021-02-15T10:32:57.146Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.240.170.29,Gujarat,2021-02-15T09:45:00.305Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:195b:f56a:1:0:9974:8d3,Gujarat,2021-02-14T20:03:56.903Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,43.242.116.120,Gujarat,2021-02-14T18:56:06.812Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),106.210.111.79,Delhi,2021-02-14T18:08:35.866Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:195b:f56a:1:0:9974:8d3,Gujarat,2021-02-14T09:36:48.530Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.250.145.39,Gujarat,2021-02-14T07:18:51.610Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.68.249.161,Haryana,2021-02-13T16:23:41.458Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.249.161,Haryana,2021-02-13T15:50:37.111Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.251.215.116,Gujarat,2021-02-13T14:19:09.047Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),117.97.242.132,Delhi,2021-02-13T14:10:56.581Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.249.161,Haryana,2021-02-13T11:30:29.334Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.249.234.206,Gujarat,2021-02-13T11:02:10.180Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.249.161,Haryana,2021-02-13T10:39:26.836Z
NFCDFF-LX-GK8LLJWYUX7QDVR125FTUDLU65UE97,IN,Netflix Linux Firefox Other,Netflix Linux Firefox Other,182.68.249.161,Haryana,2021-02-13T09:37:51.515Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),2401:4900:4142:f71c:fcd9:3b63:e4dc:494,Uttar Pradesh,2021-02-13T09:26:44.643Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.68.107.92,Rajasthan,2021-02-13T09:21:19.795Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,43.250.158.207,Gujarat,2021-02-13T07:27:44.404Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.107.92,Rajasthan,2021-02-12T18:08:42.573Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),2401:4900:40f5:72b7:81a4:f9c4:fa4f:b8f6,Delhi,2021-02-12T17:57:00.847Z
NFCDFF-LX-GK8LLJWYUX7QDVR125FTUDLU65UE97,IN,Netflix Linux Firefox Other,Netflix Linux Firefox Other,182.68.107.92,Rajasthan,2021-02-12T14:58:55.368Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,43.250.158.207,Gujarat,2021-02-12T14:21:18.666Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.107.92,Rajasthan,2021-02-12T11:51:10.493Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.107.92,Rajasthan,2021-02-12T09:32:43.976Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:195b:f56a:1:0:9974:8d3,Gujarat,2021-02-12T08:49:43.342Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.240.170.37,Gujarat,2021-02-12T07:45:57.239Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.240.170.37,Gujarat,2021-02-12T03:14:50.580Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.107.92,Rajasthan,2021-02-11T19:18:37.639Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.249.233.38,Gujarat,2021-02-11T19:09:51.642Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:195b:f56a:1:0:9974:8d3,Gujarat,2021-02-11T17:51:43.596Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.249.233.38,Gujarat,2021-02-11T14:40:51.699Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.249.233.38,Gujarat,2021-02-11T10:32:16.154Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:195b:f56a:1:0:9974:8d3,Gujarat,2021-02-11T10:11:18.267Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.249.233.38,Gujarat,2021-02-11T09:49:30.003Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),223.225.50.64,Delhi,2021-02-10T17:49:31.990Z
NFCDFF-LX-GK8LLJWYUX7QDVR125FTUDLU65UE97,IN,Netflix Linux Firefox Other,Netflix Linux Firefox Other,182.68.107.92,Rajasthan,2021-02-10T14:46:31.481Z
